pk,id,name,latitude,longitude,speakers_count,father_pk,family_pk,level,child_family_count,child_language_count,child_dialect_count,macroareas,status
13183,cent2133,Central Puebla Nahuatl,18.7545,-98.1264,16000.0,10348.0,24.0,language,0,0,0,North America,threatened
13187,mich1245,Michoacán Nahuatl,18.3412,-103.361,3000.0,10352.0,24.0,language,0,0,0,North America,threatened
13190,coat1240,Coatepec Nahuatl,18.32,-99.7114,1400.0,10353.0,24.0,language,0,0,0,North America,shifting
13194,aghu1253,Aghul,41.9242,47.5843,29300.0,10376.0,37.0,language,0,0,4,Eurasia,shifting
13195,lezg1247,Lezgian,41.5157,47.8951,800000.0,10376.0,37.0,language,0,0,8,Eurasia,threatened
13204,smal1236,Gha-mu,26.55,105.1,84000.0,10406.0,40.0,language,0,0,0,Eurasia,not endangered
13219,tata1258,Tataltepec Chatino,16.2963,-97.5311,540.0,10420.0,54.0,language,0,0,0,North America,threatened
13220,elal1235,El Alto Zapotec,16.8742,-96.9987,1400.0,10421.0,54.0,language,0,0,0,North America,shifting
13221,lach1249,Lachixío Zapotec,16.7215,-96.9318,3000.0,10421.0,54.0,language,0,0,0,North America,shifting
13222,texm1235,Texmelucan Zapotec,16.491970000000002,-97.08947,4100.0,10423.0,54.0,language,0,0,0,North America,shifting
13223,zani1235,Zaniza Zapotec,16.6804,-97.2876,770.0,10423.0,54.0,language,0,0,0,North America,shifting
13224,elot1235,Elotepec Zapotec,16.8693,-97.1912,200.0,10423.0,54.0,language,0,0,0,North America,shifting
13226,coat1244,Coatecas Altas Zapotec,16.5609,-96.7336,4900.0,10424.0,54.0,language,0,0,0,North America,not endangered
13231,ixca1246,Ixcatlán Mazatec,18.1531,-96.5719,8600.0,10427.0,54.0,language,0,0,0,North America,threatened
13232,ayau1235,Ayautla Mazatec,18.0993,-96.5952,3700.0,10427.0,54.0,language,0,0,0,North America,threatened
13249,yolo1241,Yoloxochitl Mixtec,16.8059,-98.6293,10600.0,10436.0,54.0,language,0,0,0,North America,threatened
13251,coat1241,Coatzospan Mixtec,18.048748,-96.763633,2100.0,10437.0,54.0,language,0,0,0,North America,shifting
13252,tida1235,Tidaá Mixtec,17.4142,-97.3333,380.0,10437.0,54.0,language,0,0,0,North America,threatened
13253,cuya1240,Cuyamecalco Mixtec,18.0821,-96.7314,1900.0,10437.0,54.0,language,0,0,0,North America,shifting
13254,chaz1235,Chazumba Mixtec,18.1541,-97.7873,3800.0,10438.0,54.0,language,0,0,0,North America,shifting
13255,caca1250,Cacaloxtepec Mixtec,17.7248,-97.7637,460.0,10438.0,54.0,language,0,0,0,North America,shifting
13256,chig1239,Chigmecatitlán Mixtec,18.6303,-98.1046,1400.0,10438.0,54.0,language,0,0,0,North America,shifting
13257,sout3001,Southern Puebla Mixtec,18.2123,-97.9572,3200.0,10438.0,54.0,language,0,0,0,North America,shifting
13260,sout3002,Southeastern Nochixtlán Mixtec,17.21219,-97.01454,4200.0,10441.0,54.0,language,0,0,0,North America,threatened
13261,soya1236,Soyaltepec Mixtec,17.5892,-97.19211,220.0,10441.0,54.0,language,0,0,0,North America,shifting
13262,apas1235,Apasco-Apoala Mixtec,17.6143,-97.0657,10000.0,10441.0,54.0,language,0,0,0,North America,shifting
13264,ayut1236,Ayutla Mixtec,16.460729999999998,-97.95446,12000.0,10442.0,54.0,language,0,0,0,North America,threatened
13270,diux1235,Diuxi-Tilantongo Mixtec,17.3596,-97.3861,3400.0,10443.0,54.0,language,0,0,0,North America,threatened
13271,mitl1235,Mitlatongo Mixtec,17.16,-97.1757,2800.0,10443.0,54.0,language,0,0,0,North America,threatened
13273,sila1250,Silacayoapan Mixtec,17.5541,-98.1163,150000.0,10444.0,54.0,language,0,0,1,North America,threatened
13274,sout3000,Southwestern Tlaxiaco Mixtec,16.9887,-97.7974,7300.0,10445.0,54.0,language,0,0,2,North America,threatened
13285,taca1257,Tacahua-Yolotepec Mixtec,16.9648,-97.4537,28000.0,10445.0,54.0,language,0,0,0,North America,threatened
13287,magd1235,Magdalena Peñasco Mixtec,17.2837,-97.5413,7400.0,10445.0,54.0,language,0,0,5,North America,threatened
13291,soch1239,Sochiapam Chinantec,17.7985,-96.6079,3600.0,10450.0,54.0,language,0,0,0,North America,shifting
13293,usil1237,Usila Chinantec,17.9184,-96.4074,7400.0,10450.0,54.0,language,0,0,0,North America,threatened
13294,ojit1237,Ojitlán Chinantec,18.075,-96.3369,38000.0,10450.0,54.0,language,0,0,0,North America,threatened
13295,pala1351,Palantla Chinantec,17.884,-96.3407,25000.0,10451.0,54.0,language,0,0,0,North America,threatened
13296,tepe1279,Tepetotutla Chinantec,17.7115,-96.5404,1900.0,10451.0,54.0,language,0,0,0,North America,shifting
13299,leal1235,Lealao Chinantec,17.3162,-95.9265,2000.0,10452.0,54.0,language,0,0,0,North America,threatened
13300,ozum1235,Ozumacín Chinantec,17.6976,-96.2249,3100.0,10453.0,54.0,language,0,0,1,North America,shifting
13303,ixte1237,Ixtenco Otomi,19.2146,-98.0272,460.0,10457.0,54.0,language,0,0,0,North America,shifting
13304,tila1239,Tilapa Otomi,19.4403,-99.5074,100.0,10457.0,54.0,language,0,0,0,North America,shifting
13308,east2556,Eastern Highland Otomi,20.5991,-98.0978,72000.0,10459.0,54.0,language,0,0,0,North America,threatened
13406,bate1262,Batek,4.8223,102.382,1000.0,10601.0,68.0,language,0,0,2,Eurasia,shifting
13407,mint1239,Mintil,4.59376,101.986,400.0,10601.0,68.0,language,0,0,0,Eurasia,moribund
13430,mand1419,Mandjak,12.829,-15.9217,310000.0,10637.0,69.0,language,0,0,8,Africa,not endangered
13431,pape1239,Papel,11.8977,-15.8388,140000.0,10637.0,69.0,language,0,0,0,Africa,not endangered
13433,jola1262,Jola-Esulalu,12.5089,-16.5539,45000.0,10638.0,69.0,language,0,0,6,Africa,threatened
13439,gusi1246,Gusilay,12.7761,-16.5026,15000.0,10640.0,69.0,language,0,0,0,Africa,threatened
13440,band1340,Bandial,12.5258,-16.4245,13000.0,10640.0,69.0,language,0,0,3,Africa,shifting
13441,bayo1255,Kugere-Kuxinge,12.6881,-16.3947,19000.0,10641.0,69.0,language,0,0,2,Africa,threatened
13502,kaan1246,Kaansa,10.1675,-3.70994,6000.0,10700.0,69.0,language,0,0,2,Africa,not endangered
13504,dogo1294,Dogoso,10.0489,-4.35805,9000.0,10701.0,69.0,language,0,0,0,Africa,not endangered
13505,khee1238,Khe,9.79704,-4.2438400000000005,1300.0,10701.0,69.0,language,0,0,0,Africa,shifting
13506,lobi1245,Lobi,9.96122,-3.3360000000000003,440000.0,10702.0,69.0,language,0,0,1,Africa,not endangered
13507,dyan1251,Dyan,10.8342,-3.59179,14000.0,10702.0,69.0,language,0,0,1,Africa,not endangered
13508,turk1306,Turka,10.7114,-4.92082,37000.0,10703.0,69.0,language,0,0,2,Africa,not endangered
13509,cerm1238,Cerma,10.1245,-4.94917,63000.0,10703.0,69.0,language,0,0,4,Africa,not endangered
13518,waja1259,Waja,9.91175,11.7206,60000.0,10706.0,69.0,language,0,0,2,Africa,not endangered
13522,shem1239,Shempire Senoufo,10.4867,-6.37129,460000.0,10732.0,69.0,dialect,0,0,0,Africa,not endangered
13523,syen1235,Syenara Senoufo,10.5954,-5.8581,210000.0,10733.0,69.0,dialect,0,0,0,Africa,not endangered
13532,fero1244,Feroge,8.61612,25.7171,8000.0,10753.0,69.0,language,0,0,0,Africa,threatened
13533,mang1387,Mangayat,8.380230000000001,25.9024,400.0,10753.0,69.0,language,0,0,0,Africa,shifting
13537,dong1290,Dongo,2.96683,29.9619,13000.0,10756.0,69.0,language,0,0,0,Africa,not endangered
13540,west2458,West Central Banda,6.81435,24.1012,7500.0,10760.0,69.0,language,0,0,5,Africa,not endangered
13542,mban1263,Mbandja,3.98003,19.4455,360000.0,10760.0,69.0,language,0,0,2,Africa,not endangered
13544,ngbu1241,Ngbundu,3.82245,18.7183,16000.0,10760.0,69.0,language,0,0,0,Africa,not endangered
13546,mund1326,Mündü,4.22755,29.9967,26000.0,10761.0,69.0,language,0,0,1,Africa,not endangered
13549,pamb1243,Pambia,3.739,26.61,21000.0,10763.0,69.0,language,0,0,0,Africa,not endangered
13551,bara1361,Barambu,3.34642,26.861,26000.0,10763.0,69.0,language,0,0,0,Africa,threatened
13552,zand1248,Zande,4.62047,26.7157,1200000.0,10764.0,69.0,language,0,0,2,Africa,not endangered
13553,nzak1247,Nzakara,4.7956699999999985,22.8254,50000.0,10764.0,69.0,language,0,0,0,Africa,not endangered
13554,geme1244,Geme,8.48359,20.6611,550.0,10764.0,69.0,language,0,0,2,Africa,shifting
13556,kara1478,Karang,8.01727,15.2114,18000.0,10766.0,69.0,language,0,0,4,Africa,threatened
13557,nzak1246,Nzakambay,7.66745,15.6675,32000.0,10766.0,69.0,language,0,0,2,Africa,not endangered
13558,ndai1238,Ndai,8.09039,14.2888,5.0,10770.0,69.0,language,0,0,0,Africa,nearly extinct
13560,mamb1294,Mambai,9.6121,14.0013,14000.0,10771.0,69.0,language,0,0,0,Africa,threatened
13561,tupu1244,Tupuri,10.0144,14.8697,230000.0,10771.0,69.0,language,0,0,4,Africa,not endangered
13565,long1387,Longto,8.33313,13.0568,2400.0,10773.0,69.0,language,0,0,0,Africa,threatened
13566,peer1241,Peere,7.821860000000001,12.2518,15000.0,10773.0,69.0,language,0,0,3,Africa,not endangered
13569,doya1240,Doyayo,8.68604,13.0768,18000.0,10775.0,69.0,language,0,0,3,Africa,not endangered
13572,nucl1240,Mumuye,8.90347,11.71545,400000.0,10779.0,69.0,language,0,0,20,Africa,not endangered
13575,bura1271,Burak,9.49451,11.0698,4000.0,10780.0,69.0,language,0,0,0,Africa,not endangered
13576,looo1238,Loo,9.4066,11.0511,8000.0,10780.0,69.0,language,0,0,0,Africa,threatened
13577,mooo1239,Moo,9.44081,11.204,5000.0,10781.0,69.0,language,0,0,0,Africa,not endangered
13578,kyak1243,Kyak,9.51524,11.2785,5000.0,10781.0,69.0,language,0,0,0,Africa,not endangered
13579,leel1242,Munga-Gomu-Bambuka,9.29145,11.1636,5000.0,10781.0,69.0,language,0,0,3,Africa,not endangered
13580,makn1235,Mak (Nigeria),9.37299,11.1337,5700.0,10782.0,69.0,language,0,0,2,Africa,shifting
13581,magh1238,Mághdì,9.2888,11.0232,2000.0,10782.0,69.0,language,0,0,0,Africa,shifting
13590,bena1260,Bena (Nigeria),9.74861,12.3972,95000.0,10791.0,69.0,language,0,0,0,Africa,not endangered
13597,gbay1286,Gbaya-Bozoum,5.9879,16.4643,33000.0,10805.0,69.0,language,0,0,3,Africa,not endangered
13599,ngba1285,Ngbaka Minagende,2.98887,18.994,1020000.0,10808.0,69.0,language,0,0,0,Africa,not endangered
13604,bong1282,Bon Gula,10.6577,19.5774,1200.0,10814.0,69.0,language,0,0,0,Africa,shifting
13606,bolg1251,Bolgo,10.9025,18.8076,1800.0,10815.0,69.0,language,0,0,2,Africa,not endangered
13607,koke1240,Koke,10.6829,18.4121,600.0,10815.0,69.0,language,0,0,0,Africa,shifting
13609,niel1243,Niellim,9.70362,17.81346,5200.0,10816.0,69.0,language,0,0,3,Africa,shifting
13610,noyy1238,Noy,9.42495,17.9136,36.0,10817.0,69.0,language,0,0,0,Africa,moribund
13613,alag1242,Alago,8.349860000000001,8.52085,350000.0,10820.0,69.0,language,0,0,4,Africa,threatened
13614,idom1241,Idoma,7.1913899999999975,7.7126100000000015,600000.0,10820.0,69.0,language,0,0,4,Africa,not endangered
13615,agat1236,Agatu,7.97915,7.71639,70000.0,10820.0,69.0,language,0,0,0,Africa,not endangered
13616,yala1263,Yala,6.7385199999999985,8.60748,200000.0,10820.0,69.0,language,0,0,3,Africa,not endangered
13617,suga1248,Nizaa,7.129060000000001,12.3779,10000.0,10827.0,69.0,language,0,0,0,Africa,threatened
13621,dong1293,Dong,8.64119,11.9924,5000.0,10837.0,69.0,language,0,0,0,Africa,shifting
13622,gaaa1245,Gaa,8.4809,11.9603,10000.0,10837.0,69.0,language,0,0,0,Africa,shifting
13662,ndem1249,Ndemli,4.58061,10.2197,10000.0,10850.0,69.0,language,0,0,0,Africa,not endangered
13668,ndoe1238,Ndoe,6.08134,8.691310000000001,7300.0,10852.0,69.0,language,0,0,2,Africa,threatened
13673,leng1258,Lengola,-1.95874,25.3343,100000.0,10854.0,69.0,language,0,0,0,Africa,not endangered
13698,yeyi1239,Yeyi,-18.9178,23.6088,55000.0,10858.0,69.0,language,0,0,1,Africa,moribund
13717,ambo1249,Ambo,7.07637,10.7798,1000.0,10862.0,69.0,language,0,0,0,Africa,threatened
13718,batu1255,Batu,6.81588,10.9377,25000.0,10862.0,69.0,language,0,0,3,Africa,not endangered
13719,abon1238,Abon,6.9062100000000015,10.8769,1000.0,10862.0,69.0,language,0,0,0,Africa,threatened
13720,bita1251,Bitare,6.87398,11.3072,52000.0,10862.0,69.0,language,0,0,0,Africa,not endangered
13722,mama1272,Mama,8.8062,8.786010000000001,2000.0,10865.0,69.0,language,0,0,0,Africa,shifting
13723,lame1257,Lame,10.7229,8.78768,10000.0,10865.0,69.0,language,0,0,3,Africa,not endangered
13724,kulu1255,Kulung (Nigeria),9.20815,11.04651,40000.0,10865.0,69.0,language,0,0,0,Africa,threatened
13729,kend1252,Kendem,5.7742900000000015,9.63201,1500.0,10868.0,69.0,language,0,0,0,Africa,shifting
13730,deny1238,Denya,5.97237,9.39989,11200.0,10868.0,69.0,language,0,0,4,Africa,threatened
13734,beez1238,Beezen,6.8155199999999985,10.109,450.0,10871.0,69.0,language,0,0,0,Africa,shifting
13738,kanu1277,Kanufi,9.55,8.6,10400.0,10881.0,69.0,language,0,0,0,Africa,not endangered
13739,kani1277,Kaningdon-Nindem,9.525,8.376439999999999,12000.0,10881.0,69.0,language,0,0,2,Africa,not endangered
13756,ning1271,Ningye,9.29341,8.43562,10000.0,10887.0,69.0,dialect,0,0,0,Africa,shifting
13760,cori1240,Cori,9.59,8.06,7000.0,10889.0,69.0,language,0,0,0,Africa,not endangered
13761,hyam1245,Hyam,9.57832,7.9516300000000015,300000.0,10889.0,69.0,language,0,0,3,Africa,not endangered
13764,idun1241,Dũya,9.12585,7.77525,78000.0,10890.0,69.0,language,0,0,0,Africa,threatened
13765,ashe1269,Ashe,9.36574,7.394430000000002,150000.0,10890.0,69.0,language,0,0,0,Africa,not endangered
13766,yesk1239,Yeskwa,9.05454,7.97913,70000.0,10890.0,69.0,language,0,0,5,Africa,not endangered
13768,gwar1240,Gwara,9.49,7.88,3000.0,10890.0,69.0,language,0,0,0,Africa,shifting
13769,kama1358,Kamantan,9.85455,7.7119,250000.0,10891.0,69.0,language,0,0,0,Africa,not endangered
13770,kago1247,Kagoma,9.22607,8.18694,25000.0,10891.0,69.0,language,0,0,0,Africa,not endangered
13772,hash1238,Hasha,9.14063,8.66137,3000.0,10893.0,69.0,language,0,0,0,Africa,shifting
13774,alum1246,Alumu-Tesu,9.01513,8.559560000000001,7000.0,10894.0,69.0,language,0,0,2,Africa,not endangered
13775,liji1238,Lijili,8.521930000000001,8.35562,50000.0,10895.0,69.0,language,0,0,0,Africa,not endangered
13777,tanj1247,Tanjijili,9.40121,6.87432,8500.0,10895.0,69.0,language,0,0,0,Africa,not endangered
13778,akee1238,Ake,8.59543,8.75768,3000.0,10896.0,69.0,language,0,0,0,Africa,threatened
13779,eggo1239,Eggon,8.71442,8.45686,140000.0,10896.0,69.0,language,0,0,0,Africa,not endangered
13787,taro1263,Tarok,8.98356,10.0288,300000.0,10905.0,69.0,language,0,0,5,Africa,not endangered
13788,peee1238,Pe,9.27191,9.56437,4000.0,10905.0,69.0,language,0,0,0,Africa,not endangered
13819,enge1239,Egene,5.11931,6.3733900000000006,20000.0,10914.0,69.0,language,0,0,4,Africa,not endangered
13820,dege1246,Degema,4.73373,6.80991,100000.0,10914.0,69.0,language,0,0,2,Africa,not endangered
13822,esan1238,Esan,6.25685,6.3391699999999975,300000.0,10916.0,69.0,language,0,0,2,Africa,not endangered
13823,bini1246,Bini,6.40701,5.70426,1600000.0,10916.0,69.0,language,0,0,0,Africa,not endangered
13826,ghot1243,Ghotuo,7.11551,5.9566300000000005,9000.0,10917.0,69.0,language,0,0,0,Africa,not endangered
13828,okpa1238,Okpamheri,7.33708,5.97843,30000.0,10918.0,69.0,language,0,0,25,Africa,not endangered
13830,uham1238,Uhami,7.38143,5.68537,14000.0,10919.0,69.0,language,0,0,0,Africa,not endangered
13831,iyay1238,Iyayu,7.30076,5.84326,25000.0,10919.0,69.0,language,0,0,0,Africa,not endangered
13833,osos1238,Ososo,7.42868,6.21509,19000.0,10920.0,69.0,language,0,0,0,Africa,not endangered
13836,moko1243,Mokole,11.0438,3.05998,66000.0,10922.0,69.0,language,0,0,0,Africa,not endangered
13841,kaka1264,Kakanda,8.339310000000001,6.55923,100000.0,10932.0,69.0,language,0,0,2,Africa,not endangered
13842,kupa1238,Kupa,8.48437,6.35806,100000.0,10932.0,69.0,language,0,0,0,Africa,not endangered
13864,khan1278,Khana,4.70908,7.4436300000000015,200000.0,10937.0,69.0,language,0,0,6,Africa,not endangered
13865,teee1242,Tee,4.7321300000000015,7.37553,310000.0,10937.0,69.0,language,0,0,0,Africa,not endangered
13873,olul1245,Olulumo-Ikom,5.9770900000000005,8.56546,30000.0,10942.0,69.0,language,0,0,3,Africa,threatened
13877,ekit1246,Ekit,4.7645,7.89222,220000.0,10950.0,69.0,language,0,0,0,Africa,threatened
13879,ibuo1242,Ibuoro,5.49672,7.9310800000000015,20000.0,10951.0,69.0,language,0,0,0,Africa,shifting
13882,ibib1240,Ibibio,5.15279,7.86688,1500000.0,10953.0,69.0,language,0,0,4,Africa,not endangered
13883,ukwa1238,Ukwa,5.5991300000000015,7.96002,100.0,10953.0,69.0,language,0,0,0,Africa,shifting
13884,anaa1238,Anaang,4.94832,7.5796899999999985,1400000.0,10953.0,69.0,language,0,0,3,Africa,threatened
13885,efik1245,Efik,4.89379,8.381210000000001,2400000.0,10953.0,69.0,language,0,0,0,Africa,not endangered
13895,obul1238,Obulom,4.7290800000000015,7.11671,3420.0,10959.0,69.0,language,0,0,0,Africa,shifting
13903,wann1241,Wannu,7.838589999999999,8.96594,4000.0,11009.0,69.0,language,0,0,0,Africa,not endangered
13914,lopa1238,Lopa,10.3756,4.67396,5000.0,11015.0,69.0,language,0,0,0,Africa,not endangered
13916,bauc1238,Bauchi,10.2077,6.616860000000001,20000.0,11016.0,69.0,language,0,0,3,Africa,not endangered
13917,gurm1246,Gurmana,10.1487,6.7945600000000015,3000.0,11016.0,69.0,language,0,0,0,Africa,shifting
13918,pong1250,Pongu,10.0823,6.3745,30000.0,11016.0,69.0,language,0,0,9,Africa,threatened
13919,fung1245,Fungwa,10.5021,6.59138,1000.0,11016.0,69.0,language,0,0,0,Africa,threatened
13920,hung1276,Hungworo,10.3243,6.3024,20000.0,11017.0,69.0,language,0,0,0,Africa,shifting
13925,huns1239,Hun-Saare,10.7898,5.0731199999999985,73000.0,11020.0,69.0,language,0,0,2,Africa,not endangered
13928,clel1238,C'lela,11.4653,5.26544,90000.0,11021.0,69.0,language,0,0,4,Africa,not endangered
13930,basa1282,Basa (Nigeria),8.03159,7.0618300000000005,100000.0,11022.0,69.0,language,0,0,0,Africa,not endangered
13937,abur1243,Abure,5.21534,-3.64123,55000.0,11037.0,69.0,language,0,0,0,Africa,not endangered
13938,beti1248,Beti (Côte d'Ivoire),5.26495,-3.28627,200.0,11037.0,69.0,language,0,0,0,Africa,shifting
13972,mala1522,Malayo,10.9286,-73.4056,1850.0,11101.0,97.0,language,0,0,0,South America,shifting
13974,yong1276,Yongbei Zhuang,23.1,108.15,2000000.0,11103.0,115.0,language,0,0,0,Eurasia,not endangered
13975,yong1275,Yongnan Zhuang,22.8,108.0,16000000.0,11103.0,115.0,language,0,0,0,Eurasia,not endangered
13976,east2363,Eastern Hongshuihe Zhuang,23.7,109.0,1200000.0,11105.0,115.0,language,0,0,0,Eurasia,not endangered
13977,bouy1240,Bouyei,24.8484,106.187,2700000.0,11105.0,115.0,language,0,0,3,Eurasia,not endangered
13980,tayk1238,Tay Khang,18.6624,104.367,1500.0,11105.0,115.0,language,0,0,0,Eurasia,shifting
13982,caol1238,Cao Lan,23.2541,105.521,170000.0,11105.0,115.0,language,0,0,0,Eurasia,not endangered
13984,youj1238,Youjiang Zhuang,23.75,106.9,870000.0,11105.0,115.0,language,0,0,0,Eurasia,not endangered
13985,tsun1242,Ts'ün-Lao,21.3616,102.926,10000.0,11105.0,115.0,language,0,0,0,Eurasia,not endangered
13986,kuan1246,Kuan,18.0769,105.31,886.0,11105.0,115.0,language,0,0,0,Eurasia,threatened
14001,tays1238,Tày Sa Pa,22.295,103.805,300.0,11112.0,115.0,language,0,0,0,Eurasia,threatened
14023,payn1244,Manat,-4.94303,144.879,150.0,11147.0,146.0,language,0,0,0,Papunesia,moribund
14026,musa1266,Aisi,-5.37407,145.197,360.0,11151.0,146.0,language,0,0,0,Papunesia,shifting
14028,anam1248,Anamuxra,-4.63762,144.991,1300.0,11153.0,146.0,language,0,0,0,Papunesia,not endangered
14029,more1258,Moresada,-4.57497,144.988,200.0,11153.0,146.0,language,0,0,0,Papunesia,shifting
14034,silo1240,Silopi,-5.12302,145.586,180.0,11169.0,146.0,language,0,0,0,Papunesia,shifting
14035,utuu1240,Utu,-5.1642199999999985,145.54399999999995,580.0,11169.0,146.0,language,0,0,0,Papunesia,not endangered
14036,abag1245,Abaga,-6.12028,145.665,5.0,11207.0,146.0,language,0,0,0,Papunesia,nearly extinct
14052,aghu1255,Aghu,-6.3467400000000005,140.043,14000.0,11229.0,146.0,language,0,0,0,Papunesia,threatened
14054,buru1307,Burumakok,-5.12217,140.03,40.0,11236.0,146.0,language,0,0,0,Papunesia,moribund
14055,kwer1265,Kwer,-5.02008,140.012,500.0,11236.0,146.0,language,0,0,0,Papunesia,moribund
14063,suga1249,Suganga,-4.5071,141.2,3500.0,11246.0,146.0,language,0,0,0,Papunesia,shifting
14064,mian1256,Mian,-4.70881,141.523,3500.0,11246.0,146.0,language,0,0,3,Papunesia,shifting
14074,miga1241,Migabac,-6.33237,147.713,2600.0,11268.0,146.0,language,0,0,3,Papunesia,not endangered
14075,moma1243,Momare,-6.3409,147.79,10.0,11268.0,146.0,language,0,0,0,Papunesia,shifting
14076,mape1249,Mape,-6.59318,147.68200000000004,1700.0,11269.0,146.0,language,0,0,3,Papunesia,shifting
14077,kate1253,Kâte,-6.4795,147.757,20000.0,11269.0,146.0,language,0,0,5,Papunesia,not endangered
14078,kina1251,Kinalakna,-6.05862,147.442,310.0,11271.0,146.0,language,0,0,0,Papunesia,shifting
14079,kumu1247,Kumukio,-6.0312800000000015,147.411,1100.0,11271.0,146.0,language,0,0,0,Papunesia,not endangered
14080,sele1250,Selepet,-6.03532,147.234,7000.0,11272.0,146.0,language,0,0,2,Papunesia,not endangered
14081,komb1273,Komba,-6.1616300000000015,147.28,15000.0,11272.0,146.0,language,0,0,5,Papunesia,not endangered
14085,boro1279,Borong,-6.56688,147.511,2200.0,11274.0,146.0,language,0,0,2,Papunesia,not endangered
14086,buru1306,Burum-Mindik,-6.51663,147.333,9000.0,11274.0,146.0,language,0,0,2,Papunesia,not endangered
14091,tobo1251,Tobo,-6.36263,147.376,7500.0,11276.0,146.0,dialect,0,0,0,Papunesia,not endangered
14104,kora1294,Korafe-Yegha,-9.07,149.267,1400.0,11305.0,146.0,language,0,0,1,Papunesia,not endangered
14111,cypr1249,Cypriot Greek,34.924591,32.978113,700000.0,11342.0,181.0,language,0,0,0,Eurasia,not endangered
14114,yeva1238,Yevanic,31.801,35.1084,50.0,11342.0,181.0,language,0,0,0,Eurasia,extinct
14135,mace1250,Macedonian,41.5957,21.7932,1400000.0,11360.0,181.0,language,0,0,17,Eurasia,not endangered
14136,bulg1262,Bulgarian,43.3646,25.047,8000000.0,11360.0,181.0,language,0,0,22,Eurasia,shifting
14148,sile1253,Silesian,50.9656,16.9491,510000.0,11367.0,181.0,language,0,0,0,Eurasia,threatened
14149,czec1258,Czech,49.873398,15.10437,14000000.0,11367.0,181.0,language,0,0,7,Eurasia,not endangered
14167,trav1237,Traveller Danish,55.5605,12.059,100.0,11385.0,181.0,language,0,0,0,Eurasia,extinct
14168,dani1285,Danish,54.8655,9.36284,6000000.0,11385.0,181.0,language,0,0,8,Eurasia,not endangered
14185,faro1244,Faroese,62.0732,-6.88497,72000.0,11392.0,181.0,language,0,0,0,Eurasia,threatened
14186,icel1247,Icelandic,63.4837,-19.0212,314000.0,11392.0,181.0,language,0,0,0,Eurasia,not endangered
14229,hari1246,Indo-Aryan Kinnauri,31.784,77.064,6300.0,11413.0,181.0,language,0,0,0,Eurasia,not endangered
14230,hind1267,Hinduri,31.016,77.14399999999998,30000.0,11413.0,181.0,language,0,0,0,Eurasia,shifting
14231,kull1236,Kullu Pahari,31.8339,77.3772,196295.0,11413.0,181.0,language,0,0,2,Eurasia,shifting
14232,sirm1239,Sirmauri,31.1,77.17,107401.0,11413.0,181.0,language,0,0,2,Eurasia,not endangered
14233,maha1287,Mahasu Pahari,31.0088,77.5317,1000000.0,11413.0,181.0,language,0,0,10,Eurasia,not endangered
14236,nima1243,Nimadi,22.1263,76.1264,2310000.0,11418.0,181.0,language,0,0,1,Eurasia,not endangered
14237,wagd1238,Wagdi,23.6888,73.9022,3390000.0,11418.0,181.0,language,0,0,3,Eurasia,not endangered
14238,baur1251,Bauria,25.2977,75.8713,63028.0,11418.0,181.0,language,0,0,0,Eurasia,not endangered
14241,dhod1238,Dhodia-Kukna,21.0656,73.2743,470000.0,11418.0,181.0,language,0,0,0,Eurasia,not endangered
14242,chod1238,Chodri,20.8803,73.5283,110570.0,11418.0,181.0,language,0,0,0,Eurasia,not endangered
14243,bhil1251,Bhili,20.85,73.9592,3206533.0,11418.0,181.0,language,0,0,16,Eurasia,not endangered
14246,vaag1238,Vaagri Booli,12.215,79.5335,9300.0,11418.0,181.0,language,0,0,0,Eurasia,threatened
14248,gami1242,Gamit,21.0697,73.6839,237604.0,11418.0,181.0,language,0,0,0,Eurasia,not endangered
14250,malv1243,Malvi,23.488000000000003,75.562,5400000.0,11418.0,181.0,language,0,0,15,Eurasia,not endangered
14251,pard1243,Pardhi,19.9989,77.1234,65085.0,11418.0,181.0,language,0,0,3,Eurasia,not endangered
14253,kana1281,Kanauji,27.1074,79.2883,9500000.0,11419.0,181.0,language,0,0,3,Eurasia,threatened
14257,braj1242,Braj,26.4758,78.0813,1600000.0,11419.0,181.0,language,0,0,6,Eurasia,not endangered
14258,chha1249,Chhattisgarhi,20.3601,82.0483,18000000.0,11420.0,181.0,language,0,0,9,Eurasia,not endangered
14259,bagh1251,Bagheli,24.6837,87.4994,2694964.0,11420.0,181.0,language,0,0,6,Eurasia,not endangered
14260,awad1243,Awadhi,27.5907,82.4663,4350000.0,11420.0,181.0,language,0,0,5,Eurasia,not endangered
14262,khan1272,Khandesi,21.3181,74.142,1860000.0,11421.0,181.0,language,0,0,5,Eurasia,not endangered
14263,dhan1264,Dhanki,20.7719,73.7418,150674.0,11421.0,181.0,language,0,0,0,Eurasia,not endangered
14274,calo1236,Caló,41.424,0.6,440000.0,11425.0,181.0,language,0,0,5,Eurasia,not endangered
14277,balt1257,Baltic Romani,60.0,38.0,30000.0,11425.0,181.0,language,0,0,5,Eurasia,threatened
14302,savi1242,Savi,35.3029,71.5557,3000.0,11433.0,181.0,language,0,0,0,Eurasia,shifting
14307,usho1238,Ushojo,35.1584,72.643,2000.0,11437.0,181.0,language,0,0,0,Eurasia,shifting
14309,indu1241,Indus Kohistani,35.3389,73.0154,200000.0,11438.0,181.0,language,0,0,2,Eurasia,threatened
